h1|h2|h3|ind|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Tercer grado"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Analfabeta hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Sin estudios hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Primer grado hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Segundo grado hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Tercer grado hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Analfabeta hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Sin estudios hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Primer grado hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Segundo grado hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Tercer grado hombres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Analfabeta mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Sin estudios mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Primer grado mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Segundo grado mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"Población de 16 y más años: Tercer grado mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Analfabeta mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Sin estudios mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Primer grado mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Segundo grado mujeres"|
"Educación y formación"|"Población de 16 años y más años por nivel de instrucción"|"-"|"% Población de 16 y más años: Tercer grado mujeres"|
"Educación y formación"|"Población de 16 y más años que cursa formación ocupacional"|"-"|"Población de 16 y más años que cursa formación ocupacional total"|
"Educación y formación"|"Población de 16 y más años que cursa formación ocupacional"|"-"|"Población de 16 y más años que cursa formación ocupacional: Hombres"|
"Educación y formación"|"Población de 16 y más años que cursa formación ocupacional"|"-"|"Población de 16 y más años que cursa formación ocupacional: Mujeres"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en su propio domicilio"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en varios municipios"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en el mismo municipio al de residencia"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en otro municipio de la misma provincia"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en otro municipio de distinta provincia y misma comunidad"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en otra comunidad"|
"Educación y formación"|"Movilidad de la población"|"-"|"Estudiantes de 16 y más años en otro país"|
"Educación y formación"|"Conocimiento de euskera"|"-"|"Población euskaldun de 2 y más años"|
"Educación y formación"|"Conocimiento de euskera"|"-"|"Población cuasieuskaldun de 2 y más años"|
"Educación y formación"|"Conocimiento de euskera"|"-"|"Población erdaldun de 2 y más años"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Ambulatorios"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Consultorios"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Centros de salud"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Servicios de urgencias"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Centros periféricos"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Centros de salud mental"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Centro asistencial mutual"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Centros extrahospitalarios públicos: Otros"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Farmacias por 10.000 habitantes"|
"Equipamiento"|"Equipamiento sanitario"|"-"|"Tiempo medio de desplazamiento al hospital de referencia (minutos)"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales total"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Asociaciones"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Servicios técnicos generales"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Centros de orientación"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Centros de día"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Residencias"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Centros ocupacionales y especiales de empleo"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Centros de servicios sociales: Otros"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Plazas en centros de día para la tercera edad (‰ habitantes de 65 y más años)"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Plazas en centros residenciales para la tercera edad (‰ habitantes de 65 y más años)"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Plazas en centros de día para personas discapacitadas (‰ habitantes)"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"Plazas en centros residenciales para personas discapacitadas (‰ habitantes)"|
"Equipamiento"|"Centros de servicios sociales"|"-"|"% Grado de ocupación de los centros de día (tercera edad y personas con discapacidad)"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios: Estudios de Licenciatura"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios: Estudios de Arquitectura e Ingeniería superior"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios: Estudios de Arquitectura e Ingeniería técnica"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios: Estudios de Diplomatura"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios: Estudios de doble Titulación"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios públicos: Estudios de Licenciatura"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios públicos: Estudios de Arquitectura e Ingeniería superior"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios públicos: Estudios de Arquitectura e Ingeniería técnica"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios públicos: Estudios de Diplomatura"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios públicos: Estudios de doble Titulación"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios privados: Estudios de Licenciatura"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios privados: Estudios de Arquitectura e Ingeniería superior"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios privados: Estudios de Arquitectura e Ingeniería técnica"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios privados: Estudios de Diplomatura"|
"Equipamiento"|"Estudios universitarios"|"-"|"Centros universitarios privados: Estudios de doble Titulación"|
"Equipamiento"|"Infraestructuras básicas"|"-"|"% Índice de rendimiento del sistema de abastecimiento de agua"|
"Equipamiento"|"Infraestructuras básicas"|"-"|"Puntos de alumbrado público (‰ habitantes)"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas bancarias total"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas bancarias: Banca privada"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas bancarias: Cajas de ahorro"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas bancarias: Cooperativas y Cajas rurales"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas bancarias: Establecimientos financieros de crédito"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas bancarias por 10.000 habitantes"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Oficinas de correos por 10.000 habitantes"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Gasolineras por 10.000 habitantes"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Aseos públicos por 10.000 habitantes"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Fondos o volúmenes de las bibliotecas de acceso público por habitante"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Plazas de alojamiento turístico (‰ habitantes)"|
"Equipamiento"|"Equipamiento de uso colectivo"|"-"|"Teléfonos públicos por 1.500 habitantes"|
"Equipamiento"|"Oferta de ocio"|"-"|"Zonas públicas de juegos infantiles (‰ habitantes de 0 a 14 años)"|
"Equipamiento"|"Oferta de ocio"|"-"|"Aforo de cines (butacas por 1.000 habitantes)"|
"Equipamiento"|"Oferta de ocio"|"-"|"Locales de cine"|
"Equipamiento"|"Oferta de ocio"|"-"|"Pantallas de cine"|
"Equipamiento"|"Oferta de ocio"|"-"|"Instalaciones deportivas"|
"Equipamiento"|"Equipamiento comercial"|"-"|"Establecimientos de hostelería y restauración (‰ habitantes)"|
"Equipamiento"|"Equipamiento comercial"|"-"|"Establecimientos de comercio minorista (‰ habitantes)"|
"Equipamiento"|"Equipamiento comercial"|"-"|"Establecimientos comerciales de bienes ocasionales (‰ habitantes)"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Turismos por 1.000 habitantes"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de vehículos2"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de turismos"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de motos"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de camiones"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de autobuses"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de tractores industriales"|
"Transporte y comunicaciones"|"Parque de vehículos"|"-"|"Parque de "Otros vehículos""|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Licencias de taxi por 10.000 habitantes"|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Red de carril bici o bidegorris (km/10.000 habitantes)"|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Accesibilidad del municipio"|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Tiempo medio de desplazamiento a los restantes municipios de la C.A.de Euskadi (min)"|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Tiempo medio de acceso a carreteras principales (min)"|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Tiempo medio de acceso a la capital del Territorio Histórico (min)"|
"Transporte y comunicaciones"|"Transporte urbano"|"-"|"Distancia a la capital del Territorio Histórico (% rodeo)"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"Elecciones al Parlamento Vasco: Censo electoral"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"Elecciones al Parlamento Vasco: Votos"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"Elecciones al Parlamento Vasco: Abstenciones"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"Elecciones al Parlamento Vasco: Votos nulos"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"Elecciones al Parlamento Vasco: Votos blancos"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"Elecciones al Parlamento Vasco: Votos a candidaturas"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a candidaturas"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a EAJ-PNV"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a PSE-EE/PSOE"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a PP"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a otros"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos blancos"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos nulos"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Abstención"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votantes"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a EH BILDU"|
"Procesos electorales"|"Elecciones Parlamento Vasco"|"-"|"% Elecciones al Parlamento Vasco: Votos a Podemos / Ahal Dugu-IU"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"Elecciones Municipales: Censo electoral"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"Elecciones Municipales: Votos"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"Elecciones Municipales: Abstenciones"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"Elecciones Municipales: Nulos"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"Elecciones Municipales: Blancos"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"% Elecciones Municipales: Votantes"|
"Procesos electorales"|"Elecciones Municipales"|"-"|"% Elecciones Municipales: Abstenciones"|
