h1|h2|h3|ind|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Alokairuko etxeak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Beste etxe batek, enpresa batek dohainik edo prezio txikian lagatako etxeak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Bestelako etxeak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Bigarren etxebizitza daukaten etxeak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Bigarren etxebizitza daukaten etxeen %"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Jabetzako etxeak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren adinaren arabera: 25 urtetik beherakoa"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren adinaren arabera: 25-29 urte"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren adinaren arabera: : 30-34 urte"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren adinaren arabera: 35-44 urte"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren adinaren arabera: 45-54 urte"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferen pertsona adin arabera: 55-64 urte"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferen pertsona adin arabera: 65-74 urte"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren adinaren arabera: 75 urtetik gorakoak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren sexuaren arabera: Gizonezkoak"|
"Hirigintza eta etxebizitza"|"Etxeak"|"-"|"Familiak erreferentziazko pertsonaren sexuaren arabera: Emakumezkoak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal guztiak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Jardunik gabeko lokalak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Osasun-ekipamenduak (anbulatorioak, ospitaleak,…)"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Hezkuntza-ekipamenduak (ikastetxeak, haur-eskolak,…)"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Gizarte Ongizaterako ekipamenduak (zaharren egoitza,…)"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Kultura edo Kirol-ekipamenduak (antzokia,…)"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Merkataritza-lokalak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Bulegoak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Industria-lokalak"|
"Hirigintza eta etxebizitza"|"Lokalak"|"-"|"Lokal aktiboak: Nekazaritza-lokalak"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Etxean ordenagailua daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Internet daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"E-posta daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Bideoa daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Teletestuko TB daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Antena parabolikoa daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Ordaindu beharreko TB daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Kable bidezko TB daukaten familien %"|
"Hirigintza eta etxebizitza"|"Etxeko ekipamendua"|"-"|"Telefono mugikorra daukaten familien %"|
"Hirigintza eta etxebizitza"|"Lurzorua, etxebizitza dentsitatea eta baimenak"|"-"|"Hiri-lurzoruaren %"|
"Hirigintza eta etxebizitza"|"Lurzorua, etxebizitza dentsitatea eta baimenak"|"-"|"Bizitegi-azalera urbanizagarriaren %"|
"Hirigintza eta etxebizitza"|"Lurzorua, etxebizitza dentsitatea eta baimenak"|"-"|"Etxebizitza dentsitatea bizitegi-lurzoruan (Etxebizitza/Biz)"|
"Hirigintza eta etxebizitza"|"Lurzorua, etxebizitza dentsitatea eta baimenak"|"-"|"Etxebizitza berrietarako emandako baimenak azken bost urteetan (‰ biz)"|
"Hirigintza eta etxebizitza"|"Alokairuko edota salmentako etxebizitzak"|"-"|"Alokairuko etxebizitza libreak (urteko batezbestekoa)"|
"Hirigintza eta etxebizitza"|"Alokairuko edota salmentako etxebizitzak"|"-"|"Erabilitako etxebizitzak salmentan (urteko batezbestekoa)"|
"Hirigintza eta etxebizitza"|"Alokairuko edota salmentako etxebizitzak"|"-"|"Etxebizitza berriak salmentan (urteko batezbestekoa)"|
"Hezkuntza eta prestakuntza"|"Ikasleak hezkuntza mailaren arabera"|"-"|"Haur Hezkuntzako ikasleak"|
"Hezkuntza eta prestakuntza"|"Ikasleak hezkuntza mailaren arabera"|"-"|"Lehen Hezkuntzako ikasleak"|
"Hezkuntza eta prestakuntza"|"Ikasleak hezkuntza mailaren arabera"|"-"|"DBHko ikasleak"|
"Hezkuntza eta prestakuntza"|"Ikasleak hezkuntza mailaren arabera"|"-"|"Batxilergoko ikasleak"|
"Hezkuntza eta prestakuntza"|"Ikasleak hezkuntza mailaren arabera"|"-"|"LHko ikasleak"|
"Hezkuntza eta prestakuntza"|"Ikasleak hezkuntza mailaren arabera"|"-"|"Helduen hezkuntzako ikasleak"|
"Hezkuntza eta prestakuntza"|"Ikasleak hizkuntza ereduaren arabera"|"-"|"Hezkuntza elebiduneko ikasleak: A-X Eredua"|
"Hezkuntza eta prestakuntza"|"Ikasleak hizkuntza ereduaren arabera"|"-"|"Hezkuntza elebiduneko ikasleak: B Eredua"|
"Hezkuntza eta prestakuntza"|"Ikasleak hizkuntza ereduaren arabera"|"-"|"Hezkuntza elebiduneko ikasleak: D Eredua"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Analfabetoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Ikasketarik gabeak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Lehen maila"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Bigarren maila"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Hirugarren maila"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Analfabetoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Ikasketarik gabeak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Lehen maila"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Bigarren maila"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Hirugarren maila"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Gizonezko analfabetoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Gizonezko Ikasketarik Gabeak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Lehen Maila daukaten Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Bigarren Maila daukaten Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Hirugarren Maila daukaten Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Gizonezko analfabetoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Gizonezko Ikasketarik Gabeak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Lehen Maila daukaten Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Bigarren Maila daukaten Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Hirugarren Maila daukaten Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Emakumezko analfabetoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Emakumezko Ikasketarik Gabeak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Lehen Maila daukaten Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Bigarren Maila daukaten Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleria: Hirugarren Maila daukaten Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Emakumezko analfabetoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Emakumezko Ikasketarik Gabeak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Lehen Maila daukaten Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Bigarren Maila daukaten Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"16 urteko edota gehiagoko biztanleria ikasketa mailaren arabera"|"-"|"16 urteko eta gehiagoko biztanleriaren %: Hirugarren Maila daukaten Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"Lanerako prestakuntza jasotzen ari den 16 urteko edota gehiagoko biztanleria"|"-"|"16 urteko eta gehiagoko biztanleria lanerako prestakuntza egiten: Orotara"|
"Hezkuntza eta prestakuntza"|"Lanerako prestakuntza jasotzen ari den 16 urteko edota gehiagoko biztanleria"|"-"|"16 urteko eta gehiagoko biztanleria lanerako prestakuntza egiten: Gizonezkoak"|
"Hezkuntza eta prestakuntza"|"Lanerako prestakuntza jasotzen ari den 16 urteko edota gehiagoko biztanleria"|"-"|"16 urteko eta gehiagoko biztanleria lanerako prestakuntza egiten: Emakumezkoak"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak euren etxean"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak hainbat udalerritan"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak bizi diren udalerri berean"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak herrialde bereko udalerri batean"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak erkidego bereko udalerri batean"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak beste erkidego batean"|
"Hezkuntza eta prestakuntza"|"Biztanleriaren mugikortasuna"|"-"|"16 urteko eta gehiagoko ikasleak beste herrialde batean"|
"Hezkuntza eta prestakuntza"|"Euskararen ezaguera"|"-"|"Bi urtetik gorako biztanleria euskalduna"|
"Hezkuntza eta prestakuntza"|"Euskararen ezaguera"|"-"|"Bi urtetik gorako biztanleria ia-euskalduna"|
"Hezkuntza eta prestakuntza"|"Euskararen ezaguera"|"-"|"Bi urtetik gorako biztanleria erdalduna"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Anbulatorioak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Kontsultategiak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Osasun-zentroak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Larrialdiak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Zentro periferikoak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Buru-osasuneko zentroak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: Mutua-artapeneko zentroak"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Ospitalez kanpoko zentro publikoak: beste batzuk"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Farmaziak 10.000 biztanleko"|
"Ekipamendua"|"Osasun-ekipamendua"|"-"|"Erreferentziazko ospitalera joateko batez besteko denbora (minututan)"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Orotara"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Elkarteak"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Zerbitzu tekniko orokorrak"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Orientazio zentroak"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Eguneko zentroak"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Egoitzak"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Lanerako prestakuntza eta enplegu zentro bereziak"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Gizarte Zerbitzuen zentroak: Beste batzuk"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Hirugarren adinekoentzako eguneko zentroetako plazak (‰ 65 urteko eta gehiagoko biztanleko)"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Hirugarren adinekoentzako egoitzetako plazak (‰ 65 urteko eta gehiagoko biztanleko)"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Minusbaliatuentzako eguneko zentroetako plazak (‰ biztanleko)"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Minusbaliatuentzako egoitzetako plazak (‰ biztanleko)"|
"Ekipamendua"|"Gizarte zerbitzuen zentroak"|"-"|"Eguneko zentroen okupazio maila (3. adina + minusbaliatuak)(%)"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentroak: Lizentziatura ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentroak: Goi mailako Arkitektura eta Ingeniaritza ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentroak: Arkitektura eta Ingeniaritza teknikoen ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentroak: Diplomatura ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentroak: Titulazio bikoitzeko ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro publikoak: Lizentziatura ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro publikoak: Goi mailako Arkitektura eta Ingeniaritza ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro publikoak: Arkitektura eta Ingeniaritza teknikoen ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro publikoak: Diplomatura ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro publikoak: Titulazio bikoitzeko ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro pribatuak: Lizentziatura ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro pribatuak: Goi mailako Arkitektura eta Ingeniaritza ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro pribatuak: Arkitektura eta Ingeniaritza teknikoen ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro pribatuak: Diplomatura ikasketak"|
"Ekipamendua"|"Ikasketa unibertsitarioak"|"-"|"Unibertsitate-zentro pribatuak: Titulazio bikoitzeko ikasketak"|
"Ekipamendua"|"Oinarrizko azpiegiturak"|"-"|"Ur hornidura sistemaren errendimendu adierazlea (%)"|
"Ekipamendua"|"Oinarrizko azpiegiturak"|"-"|"Argiteria publikoko puntuak (‰ biztanleko)"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Banku-bulegoak: Orotara"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Banku-bulegoak: Banku pribatuak"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Banku-bulegoak: Aurrezki kutxak"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Banku-bulegoak: Kooperatibak eta landa-aurrezki kutxak"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Banku-bulegoak: Kreditu-finantzako establezimenduak"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Banku-bulegoak 10.000 biztanleko"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Posta-bulegoak 10.000 biztanleko"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Gasolindegiak 10.000 biztanleko"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Komun publikoak 10.000 biztanleko"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Sarrera publikoko liburutegietako funtsak edo bolumenak biztanleko"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Turismo-ostatuko plazak (‰ biztanleko)"|
"Ekipamendua"|"Erabilera kolektiboko ekipamendua"|"-"|"Telefono publikoak 1.500 biztanleko"|
"Ekipamendua"|"Aisialdiko eskaintza"|"-"|"Umeentzako jolas-eremuak (0-14 urte arteko ‰ biztanleko)"|
"Ekipamendua"|"Aisialdiko eskaintza"|"-"|"Zinemetako edukiera (eserlekuak 1.000 biztanleko)"|
"Ekipamendua"|"Aisialdiko eskaintza"|"-"|"Zinema kopurua"|
"Ekipamendua"|"Aisialdiko eskaintza"|"-"|"Zine pantailak"|
"Ekipamendua"|"Aisialdiko eskaintza"|"-"|"Kirol-instalazioak"|
"Ekipamendua"|"Merkataritza-ekipamendua"|"-"|"Ostalaritza eta sukaldaritza establezimenduak (‰ biztanleko)"|
"Ekipamendua"|"Merkataritza-ekipamendua"|"-"|"Txikizkako merkataritza establezimenduak (‰ biztanleko)"|
"Ekipamendua"|"Merkataritza-ekipamendua"|"-"|"Aldizkako ondasunen merkataritza establezimenduak (‰ biztanleko)"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Autoak mila biztanleko"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Ibilgailuak2"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Autoak"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Motorrak"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Kamioiak"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Autobusak"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Industria traktoreak"|
"Garraioa eta komunikabideak"|"Ibilgailuak"|"-"|"Beste ibilgailu batzuk"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"Taxi lizentziak 10.000 biztanleko"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"Bidegorri sarea (Km/10.000 biztanleko)"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"Udalerriaren irisgarritasuna"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"EAEko gainerako udalerrietara joateko batez besteko denbora (min.)"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"Errepide nagusietara iristeko batez besteko denbora (min)"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"Lurralde Historikoko hiriburura iristeko batez besteko denbora (min)"|
"Garraioa eta komunikabideak"|"Hiri garraioa"|"-"|"Lurralde Historikoko hiribururako distantzia (itzulinguruaren % )"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Hautes-errolda"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Botoak"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Abstentzioa"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Boto baliogabeak"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Boto zuriak"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Kandidaturen botoak"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Kandidaturen botoen%"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: EAJ-PNVren botoen %"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: PSE-EE/PSOEren botoen %"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: PPren botoen %"|
"Hauteskundeak"|"Eusko Legebiltzarreko hauteskundeak"|"-"|"Eusko Legebiltzarreko hauteskundeak: Beste batzuei emandako botoen %"|
